"county","estimated_population","dt_admin","total_partial_vaccinated","cumulative_fully_vaccinated","cumulative_at_least_one_dose","cumulative_unvaccinated","suppress_data","cumulative_up_to_date_vax","race_eth","age_category","sex","quarter"
"MariposaCounty",983,2023-06-30,89,164,253,730,FALSE,18,"NA","0-17",NA,2023.2
"MariposaCounty",983,2023-08-26,89,164,253,730,FALSE,19,"NA","0-17",NA,2023.3
"MariposaCounty",3872,2022-03-31,316,2260,2576,1296,FALSE,1,"NA","50-64",NA,2022.1
"MariposaCounty",3872,2022-06-30,310,2285,2595,1277,FALSE,1,"NA","50-64",NA,2022.2
"MariposaCounty",3872,2022-09-30,307,2297,2604,1268,FALSE,128,"NA","50-64",NA,2022.3
"MariposaCounty",3872,2022-12-31,319,2298,2617,1255,FALSE,572,"NA","50-64",NA,2022.4
"MariposaCounty",3872,2023-03-31,320,2300,2620,1252,FALSE,618,"NA","50-64",NA,2023.1
"MariposaCounty",3872,2023-06-30,319,2301,2620,1252,FALSE,636,"NA","50-64",NA,2023.2
"MariposaCounty",3872,2023-08-26,319,2301,2620,1252,FALSE,648,"NA","50-64",NA,2023.3
"MariposaCounty",5415,2022-03-31,458,3384,3842,1573,FALSE,2,"NA","65+",NA,2022.1
"MariposaCounty",5415,2022-06-30,415,3461,3876,1539,FALSE,2,"NA","65+",NA,2022.2
"MariposaCounty",5415,2022-09-30,406,3480,3886,1529,FALSE,319,"NA","65+",NA,2022.3
"MariposaCounty",5415,2022-12-31,444,3480,3924,1491,FALSE,1265,"NA","65+",NA,2022.4
"MariposaCounty",5415,2023-03-31,451,3480,3931,1484,FALSE,1390,"NA","65+",NA,2023.1
"MariposaCounty",5415,2023-06-30,456,3480,3936,1479,FALSE,1563,"NA","65+",NA,2023.2
"MariposaCounty",5415,2023-08-26,456,3480,3936,1479,FALSE,1638,"NA","65+",NA,2023.3
"MariposaCounty",5581,2022-03-31,501,2762,3263,2318,FALSE,0,"NA","18-49",NA,2022.1
"MariposaCounty",5581,2022-06-30,514,2791,3305,2276,FALSE,0,"NA","18-49",NA,2022.2
"MariposaCounty",5581,2022-09-30,532,2808,3340,2241,FALSE,117,"NA","18-49",NA,2022.3
"MariposaCounty",5581,2022-12-31,578,2817,3395,2186,FALSE,536,"NA","18-49",NA,2022.4
"MariposaCounty",5581,2023-03-31,587,2817,3404,2177,FALSE,586,"NA","18-49",NA,2023.1
"MariposaCounty",5581,2023-06-30,588,2818,3406,2175,FALSE,600,"NA","18-49",NA,2023.2
"MariposaCounty",5581,2023-08-26,591,2818,3409,2172,FALSE,607,"NA","18-49",NA,2023.3
"MendocinoCounty",4656,2022-03-31,8,0,8,4648,FALSE,0,"NA","0-17",NA,2022.1
"MendocinoCounty",4656,2022-06-30,16,0,16,4640,FALSE,0,"NA","0-17",NA,2022.2
"MendocinoCounty",4656,2022-09-30,163,19,182,4474,FALSE,0,"NA","0-17",NA,2022.3
"MendocinoCounty",4656,2022-12-31,171,96,267,4389,FALSE,4,"NA","0-17",NA,2022.4
"MendocinoCounty",4656,2023-03-31,179,138,317,4339,FALSE,44,"NA","0-17",NA,2023.1
"MendocinoCounty",4656,2023-06-30,173,168,341,4315,FALSE,86,"NA","0-17",NA,2023.2
"MendocinoCounty",4656,2023-08-26,174,177,351,4305,FALSE,98,"NA","0-17",NA,2023.3
"MendocinoCounty",6465,2022-03-31,364,3543,3909,2556,FALSE,0,"NA","0-17",NA,2022.1
"MendocinoCounty",6465,2022-06-30,359,3597,3958,2507,FALSE,0,"NA","0-17",NA,2022.2
"MendocinoCounty",6465,2022-09-30,367,3633,4002,2463,FALSE,67,"NA","0-17",NA,2022.3
"MendocinoCounty",6465,2022-12-31,377,3640,4019,2446,FALSE,355,"NA","0-17",NA,2022.4
"MendocinoCounty",6465,2023-03-31,380,3643,4025,2440,FALSE,436,"NA","0-17",NA,2023.1
"MendocinoCounty",6465,2023-06-30,389,3646,4037,2428,FALSE,477,"NA","0-17",NA,2023.2
"MendocinoCounty",6465,2023-08-26,392,3646,4040,2425,FALSE,494,"NA","0-17",NA,2023.3
"MendocinoCounty",7344,2022-03-31,334,1684,2018,5326,FALSE,0,"NA","0-17",NA,2022.1
"MendocinoCounty",7344,2022-06-30,306,1809,2115,5229,FALSE,0,"NA","0-17",NA,2022.2
"MendocinoCounty",7344,2022-09-30,311,1883,2194,5150,FALSE,0,"NA","0-17",NA,2022.3
"MendocinoCounty",7344,2022-12-31,320,1916,2236,5108,FALSE,154,"NA","0-17",NA,2022.4
"MendocinoCounty",7344,2023-03-31,334,1930,2264,5080,FALSE,233,"NA","0-17",NA,2023.1
"MendocinoCounty",7344,2023-06-30,352,1933,2285,5059,FALSE,289,"NA","0-17",NA,2023.2
"MendocinoCounty",7344,2023-08-26,369,1933,2302,5042,FALSE,325,"NA","0-17",NA,2023.3
"MendocinoCounty",16107,2022-03-31,1256,12840,14096,2011,FALSE,2,"NA","50-64",NA,2022.1
"MendocinoCounty",16107,2022-06-30,1246,12941,14187,1920,FALSE,3,"NA","50-64",NA,2022.2
"MendocinoCounty",16107,2022-09-30,1273,12973,14246,1861,FALSE,671,"NA","50-64",NA,2022.3
"MendocinoCounty",16107,2022-12-31,1364,12978,14342,1765,FALSE,3256,"NA","50-64",NA,2022.4
"MendocinoCounty",16107,2023-03-31,1388,12984,14372,1735,FALSE,3637,"NA","50-64",NA,2023.1
"MendocinoCounty",16107,2023-06-30,1392,12985,14377,1730,FALSE,3850,"NA","50-64",NA,2023.2
"MendocinoCounty",16107,2023-08-26,1396,12985,14381,1726,FALSE,3925,"NA","50-64",NA,2023.3
"MendocinoCounty",20465,2022-03-31,1332,18383,19715,750,FALSE,0,"NA","65+",NA,2022.1
"MendocinoCounty",20465,2022-06-30,1322,18594,19916,549,FALSE,3,"NA","65+",NA,2022.2
"MendocinoCounty",20465,2022-09-30,1376,18660,20036,429,FALSE,1741,"NA","65+",NA,2022.3
"MendocinoCounty",20465,2022-12-31,1529,18669,20198,267,FALSE,7054,"NA","65+",NA,2022.4
"MendocinoCounty",20465,2023-03-31,1542,18673,20215,250,FALSE,7647,"NA","65+",NA,2023.1
"MendocinoCounty",20465,2023-06-30,1563,18678,20241,224,FALSE,9648,"NA","65+",NA,2023.2
"MendocinoCounty",20465,2023-08-26,1570,18678,20248,217,FALSE,10183,"NA","65+",NA,2023.3
"MendocinoCounty",33260,2022-03-31,3157,22797,25954,7306,FALSE,1,"NA","18-49",NA,2022.1
"MendocinoCounty",33260,2022-06-30,3216,23016,26232,7028,FALSE,1,"NA","18-49",NA,2022.2
"MendocinoCounty",33260,2022-09-30,3291,23132,26423,6837,FALSE,493,"NA","18-49",NA,2022.3
"MendocinoCounty",33260,2022-12-31,3428,23187,26615,6645,FALSE,2474,"NA","18-49",NA,2022.4
"MendocinoCounty",33260,2023-03-31,3474,23215,26689,6571,FALSE,2929,"NA","18-49",NA,2023.1
"MendocinoCounty",33260,2023-06-30,3503,23219,26722,6538,FALSE,3103,"NA","18-49",NA,2023.2
"MendocinoCounty",33260,2023-08-26,3517,23219,26736,6524,FALSE,3186,"NA","18-49",NA,2023.3
"MercedCounty",20293,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"MercedCounty",20293,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"MercedCounty",20293,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"MercedCounty",20293,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"MercedCounty",20293,2023-03-31,NA,NA,NA,NA,TRUE,2,"NA","0-17",NA,2023.1
"MercedCounty",20293,2023-06-30,NA,NA,NA,NA,TRUE,5,"NA","0-17",NA,2023.2
"MercedCounty",20293,2023-08-26,NA,NA,NA,NA,TRUE,7,"NA","0-17",NA,2023.3
"MercedCounty",28890,2022-03-31,2234,13935,16175,12715,FALSE,0,"NA","0-17",NA,2022.1
"MercedCounty",28890,2022-06-30,2196,14237,16439,12451,FALSE,0,"NA","0-17",NA,2022.2
"MercedCounty",28890,2022-09-30,2198,14453,16657,12233,FALSE,106,"NA","0-17",NA,2022.3
"MercedCounty",28890,2022-12-31,2212,14510,16728,12162,FALSE,641,"NA","0-17",NA,2022.4
"MercedCounty",28890,2023-03-31,2215,14530,16751,12139,FALSE,782,"NA","0-17",NA,2023.1
"MercedCounty",28890,2023-06-30,2246,14532,16784,12106,FALSE,865,"NA","0-17",NA,2023.2
"MercedCounty",28890,2023-08-26,2261,14533,16800,12090,FALSE,924,"NA","0-17",NA,2023.3
"MercedCounty",30244,2022-03-31,1708,5308,7018,23226,FALSE,0,"NA","0-17",NA,2022.1
"MercedCounty",30244,2022-06-30,1592,5845,7439,22805,FALSE,0,"NA","0-17",NA,2022.2
"MercedCounty",30244,2022-09-30,1646,6183,7831,22413,FALSE,0,"NA","0-17",NA,2022.3
"MercedCounty",30244,2022-12-31,1683,6275,7960,22284,FALSE,74,"NA","0-17",NA,2022.4
"MercedCounty",30244,2023-03-31,1675,6332,8009,22235,FALSE,92,"NA","0-17",NA,2023.1
"MercedCounty",30244,2023-06-30,1675,6340,8017,22227,FALSE,110,"NA","0-17",NA,2023.2
"MercedCounty",30244,2023-08-26,1678,6340,8020,22224,FALSE,122,"NA","0-17",NA,2023.3
"MercedCounty",33576,2022-03-31,2324,28042,30366,3210,FALSE,5,"NA","65+",NA,2022.1
"MercedCounty",33576,2022-06-30,2206,28334,30540,3036,FALSE,6,"NA","65+",NA,2022.2
"MercedCounty",33576,2022-09-30,2239,28433,30672,2904,FALSE,1762,"NA","65+",NA,2022.3
"MercedCounty",33576,2022-12-31,2391,28447,30838,2738,FALSE,7470,"NA","65+",NA,2022.4
"MercedCounty",33576,2023-03-31,2436,28452,30888,2688,FALSE,8413,"NA","65+",NA,2023.1
"MercedCounty",33576,2023-06-30,2445,28454,30899,2677,FALSE,9076,"NA","65+",NA,2023.2
"MercedCounty",33576,2023-08-26,2451,28454,30905,2671,FALSE,9331,"NA","65+",NA,2023.3
"MercedCounty",43289,2022-03-31,3518,31746,35264,8025,FALSE,3,"NA","50-64",NA,2022.1
"MercedCounty",43289,2022-06-30,3441,32067,35508,7781,FALSE,4,"NA","50-64",NA,2022.2
"MercedCounty",43289,2022-09-30,3450,32228,35678,7611,FALSE,943,"NA","50-64",NA,2022.3
"MercedCounty",43289,2022-12-31,3576,32255,35831,7458,FALSE,4908,"NA","50-64",NA,2022.4
"MercedCounty",43289,2023-03-31,3606,32270,35876,7413,FALSE,5758,"NA","50-64",NA,2023.1
"MercedCounty",43289,2023-06-30,3622,32271,35893,7396,FALSE,5997,"NA","50-64",NA,2023.2
"MercedCounty",43289,2023-08-26,3630,32271,35901,7388,FALSE,6090,"NA","50-64",NA,2023.3
"MercedCounty",129509,2022-03-31,10669,74569,85238,44271,FALSE,8,"NA","18-49",NA,2022.1
"MercedCounty",129509,2022-06-30,10642,75656,86299,43210,FALSE,9,"NA","18-49",NA,2022.2
"MercedCounty",129509,2022-09-30,10762,76380,87143,42366,FALSE,1223,"NA","18-49",NA,2022.3
"MercedCounty",129509,2022-12-31,11012,76653,87666,41843,FALSE,5346,"NA","18-49",NA,2022.4
"MercedCounty",129509,2023-03-31,11131,76798,87930,41579,FALSE,6397,"NA","18-49",NA,2023.1
"MercedCounty",129509,2023-06-30,11241,76817,88059,41450,FALSE,6913,"NA","18-49",NA,2023.2
"MercedCounty",129509,2023-08-26,11325,76817,88143,41366,FALSE,7267,"NA","18-49",NA,2023.3
"ModocCounty",489,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"ModocCounty",489,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"ModocCounty",489,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"ModocCounty",489,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"ModocCounty",489,2023-03-31,NA,NA,NA,NA,TRUE,1,"NA","0-17",NA,2023.1
"ModocCounty",489,2023-06-30,NA,NA,NA,NA,TRUE,1,"NA","0-17",NA,2023.2
"ModocCounty",489,2023-08-26,NA,NA,NA,NA,TRUE,1,"NA","0-17",NA,2023.3
"ModocCounty",592,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"ModocCounty",592,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"ModocCounty",592,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"ModocCounty",592,2022-12-31,NA,NA,NA,NA,TRUE,7,"NA","0-17",NA,2022.4
"ModocCounty",592,2023-03-31,NA,NA,NA,NA,TRUE,7,"NA","0-17",NA,2023.1
"ModocCounty",592,2023-06-30,NA,NA,NA,NA,TRUE,7,"NA","0-17",NA,2023.2
"ModocCounty",592,2023-08-26,NA,NA,NA,NA,TRUE,7,"NA","0-17",NA,2023.3
"ModocCounty",652,2022-03-31,14,144,160,492,FALSE,0,"NA","0-17",NA,2022.1
"ModocCounty",652,2022-06-30,11,147,160,492,FALSE,0,"NA","0-17",NA,2022.2
"ModocCounty",652,2022-09-30,11,147,160,492,FALSE,1,"NA","0-17",NA,2022.3
"ModocCounty",652,2022-12-31,12,148,162,490,FALSE,10,"NA","0-17",NA,2022.4
"ModocCounty",652,2023-03-31,12,148,162,490,FALSE,12,"NA","0-17",NA,2023.1
"ModocCounty",652,2023-06-30,12,148,162,490,FALSE,13,"NA","0-17",NA,2023.2
"ModocCounty",652,2023-08-26,12,148,162,490,FALSE,13,"NA","0-17",NA,2023.3
"ModocCounty",1810,2022-03-31,45,936,981,829,FALSE,0,"NA","50-64",NA,2022.1
"ModocCounty",1810,2022-06-30,43,943,986,824,FALSE,0,"NA","50-64",NA,2022.2
"ModocCounty",1810,2022-09-30,45,946,991,819,FALSE,22,"NA","50-64",NA,2022.3
"ModocCounty",1810,2022-12-31,45,950,995,815,FALSE,146,"NA","50-64",NA,2022.4
"ModocCounty",1810,2023-03-31,45,952,997,813,FALSE,168,"NA","50-64",NA,2023.1
"ModocCounty",1810,2023-06-30,45,952,997,813,FALSE,176,"NA","50-64",NA,2023.2
"ModocCounty",1810,2023-08-26,46,952,998,812,FALSE,181,"NA","50-64",NA,2023.3
"ModocCounty",2671,2022-03-31,87,1569,1656,1015,FALSE,0,"NA","65+",NA,2022.1
"ModocCounty",2671,2022-06-30,84,1578,1662,1009,FALSE,0,"NA","65+",NA,2022.2
"ModocCounty",2671,2022-09-30,86,1584,1670,1001,FALSE,99,"NA","65+",NA,2022.3
"ModocCounty",2671,2022-12-31,98,1586,1684,987,FALSE,451,"NA","65+",NA,2022.4
"ModocCounty",2671,2023-03-31,99,1586,1685,986,FALSE,497,"NA","65+",NA,2023.1
"ModocCounty",2671,2023-06-30,101,1586,1687,984,FALSE,533,"NA","65+",NA,2023.2
"ModocCounty",2671,2023-08-26,101,1586,1687,984,FALSE,552,"NA","65+",NA,2023.3
"ModocCounty",3170,2022-03-31,93,1004,1097,2073,FALSE,0,"NA","18-49",NA,2022.1
"ModocCounty",3170,2022-06-30,101,1011,1112,2058,FALSE,0,"NA","18-49",NA,2022.2
"ModocCounty",3170,2022-09-30,103,1016,1119,2051,FALSE,7,"NA","18-49",NA,2022.3
"ModocCounty",3170,2022-12-31,107,1018,1125,2045,FALSE,83,"NA","18-49",NA,2022.4
"ModocCounty",3170,2023-03-31,107,1020,1127,2043,FALSE,98,"NA","18-49",NA,2023.1
"ModocCounty",3170,2023-06-30,109,1020,1129,2041,FALSE,105,"NA","18-49",NA,2023.2
"ModocCounty",3170,2023-08-26,110,1020,1130,2040,FALSE,109,"NA","18-49",NA,2023.3
"MonoCounty",650,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"MonoCounty",650,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"MonoCounty",650,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"MonoCounty",650,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"MonoCounty",650,2023-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2023.1
"MonoCounty",650,2023-06-30,NA,NA,NA,NA,TRUE,4,"NA","0-17",NA,2023.2
"MonoCounty",650,2023-08-26,NA,NA,NA,NA,TRUE,5,"NA","0-17",NA,2023.3
"MonoCounty",993,2022-03-31,60,341,401,592,FALSE,0,"NA","0-17",NA,2022.1
"MonoCounty",993,2022-06-30,59,367,426,567,FALSE,0,"NA","0-17",NA,2022.2
"MonoCounty",993,2022-09-30,62,394,456,537,FALSE,0,"NA","0-17",NA,2022.3
"MonoCounty",993,2022-12-31,63,402,465,528,FALSE,37,"NA","0-17",NA,2022.4
"MonoCounty",993,2023-03-31,62,404,466,527,FALSE,55,"NA","0-17",NA,2023.1
"MonoCounty",993,2023-06-30,63,404,467,526,FALSE,58,"NA","0-17",NA,2023.2
"MonoCounty",993,2023-08-26,63,404,467,526,FALSE,61,"NA","0-17",NA,2023.3
"MonoCounty",1074,2022-03-31,73,685,759,315,FALSE,0,"NA","0-17",NA,2022.1
"MonoCounty",1074,2022-06-30,80,697,778,296,FALSE,0,"NA","0-17",NA,2022.2
"MonoCounty",1074,2022-09-30,79,701,781,293,FALSE,4,"NA","0-17",NA,2022.3
"MonoCounty",1074,2022-12-31,79,703,783,291,FALSE,65,"NA","0-17",NA,2022.4
"MonoCounty",1074,2023-03-31,80,706,787,287,FALSE,83,"NA","0-17",NA,2023.1
"MonoCounty",1074,2023-06-30,80,706,787,287,FALSE,86,"NA","0-17",NA,2023.2
"MonoCounty",1074,2023-08-26,80,706,787,287,FALSE,87,"NA","0-17",NA,2023.3
"MonoCounty",2558,2022-03-31,97,1650,1747,811,FALSE,0,"NA","65+",NA,2022.1
"MonoCounty",2558,2022-06-30,100,1666,1766,792,FALSE,0,"NA","65+",NA,2022.2
"MonoCounty",2558,2022-09-30,109,1667,1776,782,FALSE,215,"NA","65+",NA,2022.3
"MonoCounty",2558,2022-12-31,130,1667,1797,761,FALSE,688,"NA","65+",NA,2022.4
"MonoCounty",2558,2023-03-31,131,1668,1799,759,FALSE,723,"NA","65+",NA,2023.1
"MonoCounty",2558,2023-06-30,135,1668,1803,755,FALSE,828,"NA","65+",NA,2023.2
"MonoCounty",2558,2023-08-26,135,1668,1803,755,FALSE,846,"NA","65+",NA,2023.3
"MonoCounty",3147,2022-03-31,140,2024,2164,983,FALSE,1,"NA","50-64",NA,2022.1
"MonoCounty",3147,2022-06-30,146,2032,2178,969,FALSE,1,"NA","50-64",NA,2022.2
"MonoCounty",3147,2022-09-30,154,2040,2194,953,FALSE,154,"NA","50-64",NA,2022.3
"MonoCounty",3147,2022-12-31,174,2040,2214,933,FALSE,593,"NA","50-64",NA,2022.4
"MonoCounty",3147,2023-03-31,178,2041,2219,928,FALSE,632,"NA","50-64",NA,2023.1
"MonoCounty",3147,2023-06-30,179,2041,2220,927,FALSE,658,"NA","50-64",NA,2023.2
"MonoCounty",3147,2023-08-26,179,2041,2220,927,FALSE,667,"NA","50-64",NA,2023.3
"MonoCounty",5416,2022-03-31,482,4238,4720,696,FALSE,1,"NA","18-49",NA,2022.1
"MonoCounty",5416,2022-06-30,498,4255,4753,663,FALSE,1,"NA","18-49",NA,2022.2
"MonoCounty",5416,2022-09-30,506,4264,4770,646,FALSE,140,"NA","18-49",NA,2022.3
"MonoCounty",5416,2022-12-31,541,4269,4810,606,FALSE,630,"NA","18-49",NA,2022.4
"MonoCounty",5416,2023-03-31,548,4271,4819,597,FALSE,685,"NA","18-49",NA,2023.1
"MonoCounty",5416,2023-06-30,549,4272,4821,595,FALSE,707,"NA","18-49",NA,2023.2
"MonoCounty",5416,2023-08-26,549,4272,4821,595,FALSE,721,"NA","18-49",NA,2023.3
"MontereyCounty",28430,2022-03-31,7,7,14,28416,FALSE,0,"NA","0-17",NA,2022.1
"MontereyCounty",28430,2022-06-30,229,7,236,28194,FALSE,0,"NA","0-17",NA,2022.2
"MontereyCounty",28430,2022-09-30,1568,423,1991,26439,FALSE,0,"NA","0-17",NA,2022.3
"MontereyCounty",28430,2022-12-31,1610,1081,2691,25739,FALSE,44,"NA","0-17",NA,2022.4
"MontereyCounty",28430,2023-03-31,1701,1387,3088,25342,FALSE,242,"NA","0-17",NA,2023.1
"MontereyCounty",28430,2023-06-30,1748,1528,3276,25154,FALSE,440,"NA","0-17",NA,2023.2
"MontereyCounty",28430,2023-08-26,1771,1585,3356,25074,FALSE,529,"NA","0-17",NA,2023.3
"MontereyCounty",39793,2022-03-31,2582,27916,30504,9289,FALSE,3,"NA","0-17",NA,2022.1
"MontereyCounty",39793,2022-06-30,2458,28680,31144,8649,FALSE,3,"NA","0-17",NA,2022.2
"MontereyCounty",39793,2022-09-30,2510,29051,31569,8224,FALSE,366,"NA","0-17",NA,2022.3
"MontereyCounty",39793,2022-12-31,2591,29200,31800,7993,FALSE,2822,"NA","0-17",NA,2022.4
"MontereyCounty",39793,2023-03-31,2618,29307,31934,7859,FALSE,3961,"NA","0-17",NA,2023.1
"MontereyCounty",39793,2023-06-30,2668,29332,32009,7784,FALSE,4638,"NA","0-17",NA,2023.2
"MontereyCounty",39793,2023-08-26,2706,29332,32047,7746,FALSE,4938,"NA","0-17",NA,2023.3
"MontereyCounty",44520,2022-03-31,2479,14672,17151,27369,FALSE,0,"NA","0-17",NA,2022.1
"MontereyCounty",44520,2022-06-30,2159,16219,18378,26142,FALSE,0,"NA","0-17",NA,2022.2
"MontereyCounty",44520,2022-09-30,2366,17231,19597,24923,FALSE,2,"NA","0-17",NA,2022.3
"MontereyCounty",44520,2022-12-31,2464,17634,20098,24422,FALSE,1635,"NA","0-17",NA,2022.4
"MontereyCounty",44520,2023-03-31,2485,17884,20369,24151,FALSE,2566,"NA","0-17",NA,2023.1
"MontereyCounty",44520,2023-06-30,2571,17934,20505,24015,FALSE,3221,"NA","0-17",NA,2023.2
"MontereyCounty",44520,2023-08-26,2634,17935,20569,23951,FALSE,3484,"NA","0-17",NA,2023.3
"MontereyCounty",67646,2022-03-31,4610,57232,61842,5804,FALSE,0,"NA","65+",NA,2022.1
"MontereyCounty",67646,2022-06-30,4260,58175,62435,5211,FALSE,0,"NA","65+",NA,2022.2
"MontereyCounty",67646,2022-09-30,4517,58392,62909,4737,FALSE,5292,"NA","65+",NA,2022.3
"MontereyCounty",67646,2022-12-31,5328,58407,63735,3911,FALSE,22369,"NA","65+",NA,2022.4
"MontereyCounty",67646,2023-03-31,5489,58412,63901,3745,FALSE,25007,"NA","65+",NA,2023.1
"MontereyCounty",67646,2023-06-30,5590,58414,64004,3642,FALSE,31007,"NA","65+",NA,2023.2
"MontereyCounty",67646,2023-08-26,5625,58414,64039,3607,FALSE,32390,"NA","65+",NA,2023.3
"MontereyCounty",73175,2022-03-31,5397,61724,67121,6054,FALSE,4,"NA","50-64",NA,2022.1
"MontereyCounty",73175,2022-06-30,5245,62360,67605,5570,FALSE,6,"NA","50-64",NA,2022.2
"MontereyCounty",73175,2022-09-30,5320,62665,67985,5190,FALSE,3337,"NA","50-64",NA,2022.3
"MontereyCounty",73175,2022-12-31,5909,62712,68621,4554,FALSE,16756,"NA","50-64",NA,2022.4
"MontereyCounty",73175,2023-03-31,6029,62732,68761,4414,FALSE,19190,"NA","50-64",NA,2023.1
"MontereyCounty",73175,2023-06-30,6081,62736,68817,4358,FALSE,20277,"NA","50-64",NA,2023.2
"MontereyCounty",73175,2023-08-26,6104,62737,68841,4334,FALSE,20655,"NA","50-64",NA,2023.3
"MontereyCounty",191617,2022-03-31,17382,152778,170166,21451,FALSE,4,"NA","18-49",NA,2022.1
"MontereyCounty",191617,2022-06-30,17493,154369,171868,19749,FALSE,5,"NA","18-49",NA,2022.2
"MontereyCounty",191617,2022-09-30,18079,155322,173407,18210,FALSE,3732,"NA","18-49",NA,2022.3
"MontereyCounty",191617,2022-12-31,19310,155622,174938,16679,FALSE,18215,"NA","18-49",NA,2022.4
"MontereyCounty",191617,2023-03-31,19600,155803,175409,16208,FALSE,21838,"NA","18-49",NA,2023.1
"MontereyCounty",191617,2023-06-30,19803,155824,175633,15984,FALSE,23472,"NA","18-49",NA,2023.2
"MontereyCounty",191617,2023-08-26,19924,155825,175755,15862,FALSE,24147,"NA","18-49",NA,2023.3
"NapaCounty",6077,2022-03-31,24,0,24,6053,FALSE,0,"NA","0-17",NA,2022.1
"NapaCounty",6077,2022-06-30,191,1,192,5885,FALSE,0,"NA","0-17",NA,2022.2
"NapaCounty",6077,2022-09-30,355,440,795,5282,FALSE,0,"NA","0-17",NA,2022.3
"NapaCounty",6077,2022-12-31,310,681,991,5086,FALSE,8,"NA","0-17",NA,2022.4
"NapaCounty",6077,2023-03-31,325,754,1079,4998,FALSE,109,"NA","0-17",NA,2023.1
"NapaCounty",6077,2023-06-30,348,779,1127,4950,FALSE,173,"NA","0-17",NA,2023.2
"NapaCounty",6077,2023-08-26,365,792,1157,4920,FALSE,202,"NA","0-17",NA,2023.3
"NapaCounty",10228,2022-03-31,587,4604,5191,5037,FALSE,0,"NA","0-17",NA,2022.1
"NapaCounty",10228,2022-06-30,535,4899,5434,4794,FALSE,0,"NA","0-17",NA,2022.2
"NapaCounty",10228,2022-09-30,543,5153,5696,4532,FALSE,1,"NA","0-17",NA,2022.3
"NapaCounty",10228,2022-12-31,568,5237,5805,4423,FALSE,827,"NA","0-17",NA,2022.4
"NapaCounty",10228,2023-03-31,564,5267,5831,4397,FALSE,1025,"NA","0-17",NA,2023.1
"NapaCounty",10228,2023-06-30,577,5275,5852,4376,FALSE,1151,"NA","0-17",NA,2023.2
"NapaCounty",10228,2023-08-26,587,5275,5862,4366,FALSE,1215,"NA","0-17",NA,2023.3
"NapaCounty",10536,2022-03-31,636,7994,8635,1901,FALSE,0,"NA","0-17",NA,2022.1
"NapaCounty",10536,2022-06-30,640,8100,8745,1791,FALSE,0,"NA","0-17",NA,2022.2
"NapaCounty",10536,2022-09-30,638,8174,8817,1719,FALSE,201,"NA","0-17",NA,2022.3
"NapaCounty",10536,2022-12-31,661,8187,8853,1683,FALSE,1310,"NA","0-17",NA,2022.4
"NapaCounty",10536,2023-03-31,665,8202,8872,1664,FALSE,1530,"NA","0-17",NA,2023.1
"NapaCounty",10536,2023-06-30,688,8205,8898,1638,FALSE,1654,"NA","0-17",NA,2023.2
"NapaCounty",10536,2023-08-26,691,8205,8901,1635,FALSE,1721,"NA","0-17",NA,2023.3
"NapaCounty",27435,2022-03-31,2047,23951,25998,1437,FALSE,1,"NA","50-64",NA,2022.1
"NapaCounty",27435,2022-06-30,2036,24152,26188,1247,FALSE,1,"NA","50-64",NA,2022.2
"NapaCounty",27435,2022-09-30,2096,24215,26311,1124,FALSE,1667,"NA","50-64",NA,2022.3
"NapaCounty",27435,2022-12-31,2281,24234,26515,920,FALSE,8192,"NA","50-64",NA,2022.4
"NapaCounty",27435,2023-03-31,2319,24248,26567,868,FALSE,9043,"NA","50-64",NA,2023.1
"NapaCounty",27435,2023-06-30,2340,24251,26591,844,FALSE,9463,"NA","50-64",NA,2023.2
"NapaCounty",27435,2023-08-26,2343,24251,26594,841,FALSE,9636,"NA","50-64",NA,2023.3
"NapaCounty",28618,2022-03-31,1784,26889,28673,0,FALSE,0,"NA","65+",NA,2022.1
"NapaCounty",28618,2022-06-30,1737,27183,28920,0,FALSE,0,"NA","65+",NA,2022.2
"NapaCounty",28618,2022-09-30,1845,27261,29106,0,FALSE,2805,"NA","65+",NA,2022.3
"NapaCounty",28618,2022-12-31,2144,27270,29414,0,FALSE,10886,"NA","65+",NA,2022.4
